Year,Country code,count,Method,Moment,Value,Country
1999,ES,47870.0,Method 3,25%,0.6213803043894159,Spain
2000,ES,51535.0,Method 3,25%,0.6338808889069152,Spain
2001,ES,59329.0,Method 3,25%,0.6494682379994251,Spain
2002,ES,64805.0,Method 3,25%,0.6566626650660264,Spain
2003,ES,65382.0,Method 3,25%,0.6615580873200824,Spain
2004,ES,64397.0,Method 3,25%,0.6641929499072357,Spain
2005,ES,65138.0,Method 3,25%,0.6678361359678271,Spain
2006,ES,66273.0,Method 3,25%,0.6632515502830951,Spain
2007,ES,62507.0,Method 3,25%,0.6467449697481356,Spain
2008,ES,62459.0,Method 3,25%,0.6749404304322776,Spain
2009,ES,60862.0,Method 3,25%,0.6968463276570861,Spain
2010,ES,58778.0,Method 3,25%,0.69705329075826,Spain
2011,ES,56924.0,Method 3,25%,0.7084252000689882,Spain
2012,ES,54966.0,Method 3,25%,0.7140175321607276,Spain
2013,ES,53884.0,Method 3,25%,0.6975656023345791,Spain
2014,ES,54467.0,Method 3,25%,0.676723915751295,Spain
2015,ES,56113.0,Method 3,25%,0.6640443133587511,Spain
2016,ES,57698.0,Method 3,25%,0.6590261862112096,Spain
2017,ES,54502.0,Method 3,25%,0.6569182427388395,Spain
2018,ES,429.0,Method 3,25%,0.4677108905870014,Spain
1987,ES,1.0,Method 4,25%,0.28765506325543,Spain
1988,ES,1.0,Method 4,25%,0.3482485424132759,Spain
1989,ES,5.0,Method 4,25%,0.6583979799970255,Spain
1990,ES,110.0,Method 4,25%,0.5810976900418405,Spain
1991,ES,791.0,Method 4,25%,0.6287178737811939,Spain
1992,ES,3021.0,Method 4,25%,0.7215936563195049,Spain
1993,ES,7472.0,Method 4,25%,0.7452999296593485,Spain
1994,ES,24163.0,Method 4,25%,0.6979811428416162,Spain
1995,ES,31253.0,Method 4,25%,0.695583596214511,Spain
1996,ES,38835.0,Method 4,25%,0.7103612495535143,Spain
1997,ES,40618.0,Method 4,25%,0.7109532046254987,Spain
1998,ES,44136.0,Method 4,25%,0.7125664401381532,Spain
1999,ES,48064.0,Method 4,25%,0.7193877551020408,Spain
2000,ES,51571.0,Method 4,25%,0.7348881425874709,Spain
2001,ES,60185.0,Method 4,25%,0.7536606373815676,Spain
2002,ES,65220.0,Method 4,25%,0.7636811495366693,Spain
2003,ES,65120.0,Method 4,25%,0.7710017087477754,Spain
2004,ES,64015.0,Method 4,25%,0.7765389099697346,Spain
2005,ES,64657.0,Method 4,25%,0.7805679910464466,Spain
2006,ES,65845.0,Method 4,25%,0.774093570848969,Spain
2007,ES,62015.0,Method 4,25%,0.7520740743931329,Spain
2008,ES,61856.0,Method 4,25%,0.7828518984230587,Spain
2009,ES,59852.0,Method 4,25%,0.8126256226883438,Spain
2010,ES,57820.0,Method 4,25%,0.8143635788528657,Spain
2011,ES,55992.0,Method 4,25%,0.8210003257595255,Spain
2012,ES,54027.0,Method 4,25%,0.8231302543166089,Spain
2013,ES,53014.0,Method 4,25%,0.8046510832971793,Spain
2014,ES,53782.0,Method 4,25%,0.7756162347206945,Spain
2015,ES,55493.0,Method 4,25%,0.7524014876003925,Spain
2016,ES,57192.0,Method 4,25%,0.7466647710709482,Spain
2017,ES,54072.0,Method 4,25%,0.7420080258210955,Spain
2018,ES,420.0,Method 4,25%,0.5666160386534238,Spain
1992,FR,1.0,Method 1,25%,1.118207521539562,France
1993,FR,1.0,Method 1,25%,0.725948850676892,France
1994,FR,1.0,Method 1,25%,0.4566139069406424,France
1997,FR,1.0,Method 1,25%,0.4564210019193443,France
1998,FR,1.0,Method 1,25%,0.41930739422128804,France
1999,FR,4.0,Method 1,25%,0.2822322969869676,France
2000,FR,4.0,Method 1,25%,0.404309079888792,France
2001,FR,3.0,Method 1,25%,0.3840692114564851,France
2002,FR,4.0,Method 1,25%,0.3746049277897505,France
2003,FR,4.0,Method 1,25%,0.35373045910059336,France
2004,FR,6.0,Method 1,25%,0.44452308863638107,France
2005,FR,7.0,Method 1,25%,0.42879879111523966,France
2006,FR,4.0,Method 1,25%,0.45194216715940533,France
2007,FR,3.0,Method 1,25%,0.28098672694735916,France
2008,FR,5.0,Method 1,25%,0.3580242880240577,France
2009,FR,6.0,Method 1,25%,0.4112915587241966,France
2010,FR,9.0,Method 1,25%,0.39361651335264347,France
2011,FR,9.0,Method 1,25%,0.42265666029063464,France
2012,FR,8.0,Method 1,25%,0.4448537571430727,France
2013,FR,9.0,Method 1,25%,0.3889063329832326,France
2014,FR,12.0,Method 1,25%,0.44110072859197946,France
2015,FR,7.0,Method 1,25%,0.3781746696064462,France
2016,FR,10.0,Method 1,25%,0.333934682355388,France
2017,FR,6.0,Method 1,25%,0.3564360140681643,France
2018,FR,3.0,Method 1,25%,0.5920800838050848,France
1992,FR,1.0,Method 2,25%,3.4229243160386753,France
1993,FR,1.0,Method 2,25%,1.2812987439454888,France
1995,FR,26433.0,Method 2,25%,0.3827380952380952,France
1996,FR,48143.0,Method 2,25%,0.39103739306896956,France
1997,FR,51661.0,Method 2,25%,0.38720334571611104,France
1998,FR,56836.0,Method 2,25%,0.38203560411644244,France
1999,FR,60993.0,Method 2,25%,0.38135592670419655,France
2000,FR,64182.0,Method 2,25%,0.3762381366820009,France
2001,FR,67379.0,Method 2,25%,0.3751753155680224,France
2002,FR,70404.0,Method 2,25%,0.37768119378142073,France
2003,FR,71276.0,Method 2,25%,0.37856573133527643,France
2004,FR,71407.0,Method 2,25%,0.3738707068583731,France
2005,FR,71545.0,Method 2,25%,0.3719174635128334,France
2006,FR,71966.0,Method 2,25%,0.3685963284347619,France
2007,FR,72686.0,Method 2,25%,0.36087943024874614,France
2008,FR,73124.0,Method 2,25%,0.36157684386094757,France
2009,FR,72032.0,Method 2,25%,0.37756355610669656,France
2010,FR,72237.0,Method 2,25%,0.3713453668424226,France
2011,FR,72255.0,Method 2,25%,0.3661981211415014,France
2012,FR,72396.0,Method 2,25%,0.367539331917876,France
2013,FR,70914.0,Method 2,25%,0.367337134225163,France
2014,FR,57492.0,Method 2,25%,0.35789612134112636,France
2015,FR,48903.0,Method 2,25%,0.3502489123350332,France
2016,FR,37385.0,Method 2,25%,0.33737296103583353,France
2017,FR,31861.0,Method 2,25%,0.32914341635068195,France
2018,FR,9307.0,Method 2,25%,0.3306795231390363,France
2019,FR,3.0,Method 2,25%,0.4051813416380793,France
1992,FR,1.0,Method 3,25%,1.8537019717109646,France
1993,FR,1.0,Method 3,25%,3.08539653521573,France
1994,FR,1.0,Method 3,25%,1.2329789065732053,France
1995,FR,26507.0,Method 3,25%,0.7043790853553553,France
1996,FR,48548.0,Method 3,25%,0.7090890901815272,France
1997,FR,52093.0,Method 3,25%,0.7055503292568204,France
1998,FR,57319.0,Method 3,25%,0.6997366110623354,France
1999,FR,61483.0,Method 3,25%,0.6998341625207297,France
2000,FR,64800.0,Method 3,25%,0.6924600356308833,France
2001,FR,68122.0,Method 3,25%,0.6954360330088771,France
2002,FR,71437.0,Method 3,25%,0.7015075376884422,France
2003,FR,72488.0,Method 3,25%,0.7069330781088059,France
2004,FR,72659.0,Method 3,25%,0.6994566111224462,France
2005,FR,72576.0,Method 3,25%,0.6990871629775101,France
2006,FR,72900.0,Method 3,25%,0.6963216169041327,France
2007,FR,73464.0,Method 3,25%,0.6818353919756102,France
2008,FR,74011.0,Method 3,25%,0.6872783657334602,France
2009,FR,72742.0,Method 3,25%,0.7097859356760472,France
2010,FR,73033.0,Method 3,25%,0.6989956624261302,France
2011,FR,73190.0,Method 3,25%,0.6932969757788623,France
2012,FR,73465.0,Method 3,25%,0.7038215209738304,France
2013,FR,71864.0,Method 3,25%,0.7074830110285282,France
2014,FR,58223.0,Method 3,25%,0.7000816367687205,France
2015,FR,49534.0,Method 3,25%,0.6938481724307048,France
2016,FR,37908.0,Method 3,25%,0.6808741231095059,France
2017,FR,32306.0,Method 3,25%,0.6722179236558284,France
2018,FR,9422.0,Method 3,25%,0.6640709413420272,France
2019,FR,3.0,Method 3,25%,0.5244809153775669,France
1992,FR,1.0,Method 4,25%,2.0967112050540093,France
1993,FR,1.0,Method 4,25%,3.860224262513349,France
1994,FR,1.0,Method 4,25%,1.3827705654310394,France
1995,FR,26940.0,Method 4,25%,0.778296550840946,France
1996,FR,49066.0,Method 4,25%,0.7851239669421488,France
1997,FR,52699.0,Method 4,25%,0.7815391714645445,France
1998,FR,58037.0,Method 4,25%,0.772726566919178,France
1999,FR,62288.0,Method 4,25%,0.7721543421080188,France
2000,FR,65558.0,Method 4,25%,0.7640357014845405,France
2001,FR,68816.0,Method 4,25%,0.764712706471519,France
2002,FR,71825.0,Method 4,25%,0.7760638297872341,France
2003,FR,72410.0,Method 4,25%,0.781386546907784,France
2004,FR,72462.0,Method 4,25%,0.7721547243917046,France
2005,FR,72397.0,Method 4,25%,0.7682672233820459,France
2006,FR,72830.0,Method 4,25%,0.7609454570414338,France
2007,FR,73469.0,Method 4,25%,0.7441666666666666,France
2008,FR,73976.0,Method 4,25%,0.7522669867344466,France
2009,FR,72498.0,Method 4,25%,0.7809031179136234,France
2010,FR,72669.0,Method 4,25%,0.7686782884310618,France
2011,FR,72810.0,Method 4,25%,0.7615448256195456,France
2012,FR,72926.0,Method 4,25%,0.7757776030562271,France
2013,FR,71353.0,Method 4,25%,0.782484431923654,France
2014,FR,57869.0,Method 4,25%,0.771336164329449,France
2015,FR,49195.0,Method 4,25%,0.7642390065765474,France
2016,FR,37640.0,Method 4,25%,0.7538185663795004,France
2017,FR,32069.0,Method 4,25%,0.7453824493302365,France
2018,FR,9352.0,Method 4,25%,0.7356957438130483,France
2019,FR,3.0,Method 4,25%,0.5341371428083387,France
1995,IT,1.0,Method 1,25%,0.21827008459831615,Italy
1996,IT,1.0,Method 1,25%,0.2201886664759263,Italy
1997,IT,1.0,Method 1,25%,0.22743641863598446,Italy
1998,IT,1.0,Method 1,25%,0.2548239505204079,Italy
2000,IT,1.0,Method 1,25%,0.30711411789112014,Italy
2001,IT,2.0,Method 1,25%,0.32994720582910153,Italy
2002,IT,1.0,Method 1,25%,0.40434228683203915,Italy
2003,IT,2.0,Method 1,25%,0.3483736740384904,Italy
2004,IT,2.0,Method 1,25%,0.2762747997888507,Italy
2005,IT,3.0,Method 1,25%,0.1581086654815062,Italy
2006,IT,3.0,Method 1,25%,0.16021395355699125,Italy
2007,IT,4.0,Method 1,25%,0.20356030478319784,Italy
2008,IT,3.0,Method 1,25%,0.17638253338825272,Italy
2009,IT,6.0,Method 1,25%,0.38025779432913165,Italy
2010,IT,5.0,Method 1,25%,0.15896639766029147,Italy
2011,IT,3.0,Method 1,25%,0.3439163261830046,Italy
2012,IT,3.0,Method 1,25%,0.23073117157272793,Italy
2013,IT,5.0,Method 1,25%,0.12318813077701422,Italy
2014,IT,8.0,Method 1,25%,0.2570876233578675,Italy
2015,IT,5.0,Method 1,25%,0.2267111699745128,Italy
1990,IT,125.0,Method 2,25%,0.21571428571428572,Italy
1991,IT,1064.0,Method 2,25%,0.24122369348901962,Italy
1992,IT,2614.0,Method 2,25%,0.23492637204906297,Italy
1993,IT,2618.0,Method 2,25%,0.24202679538072897,Italy
1994,IT,6778.0,Method 2,25%,0.2355705520533202,Italy
1995,IT,14381.0,Method 2,25%,0.2276663146779303,Italy
1996,IT,26054.0,Method 2,25%,0.23343315702830889,Italy
1997,IT,28759.0,Method 2,25%,0.24032016687624783,Italy
1998,IT,32673.0,Method 2,25%,0.2326761951700345,Italy
1999,IT,36534.0,Method 2,25%,0.23038648656893118,Italy
2000,IT,40122.0,Method 2,25%,0.22649844766617047,Italy
2001,IT,41478.0,Method 2,25%,0.22059384822631342,Italy
2002,IT,59089.0,Method 2,25%,0.2238872657491257,Italy
2003,IT,55265.0,Method 2,25%,0.23148361347762683,Italy
2004,IT,83227.0,Method 2,25%,0.22822405925909323,Italy
2005,IT,83448.0,Method 2,25%,0.2287010931608261,Italy
2006,IT,86271.0,Method 2,25%,0.2231315983265772,Italy
2007,IT,92452.0,Method 2,25%,0.22058111866944108,Italy
2008,IT,93661.0,Method 2,25%,0.23118443652189383,Italy
2009,IT,93502.0,Method 2,25%,0.24599964330026503,Italy
2010,IT,93824.0,Method 2,25%,0.24158185249591724,Italy
2011,IT,94146.0,Method 2,25%,0.24161186331001056,Italy
2012,IT,93219.0,Method 2,25%,0.24713415975393732,Italy
2013,IT,92853.0,Method 2,25%,0.2470695630984983,Italy
2014,IT,93174.0,Method 2,25%,0.24348913229069652,Italy
2015,IT,95882.0,Method 2,25%,0.24138816561285575,Italy
2016,IT,97118.0,Method 2,25%,0.24348409069546856,Italy
2017,IT,98068.0,Method 2,25%,0.24243870234619577,Italy
2018,IT,17255.0,Method 2,25%,0.24112584894051062,Italy
1990,IT,118.0,Method 3,25%,0.5395058347139869,Italy
1991,IT,916.0,Method 3,25%,0.5659623619409285,Italy
1992,IT,2405.0,Method 3,25%,0.557288712422008,Italy
1993,IT,2358.0,Method 3,25%,0.5399789621318374,Italy
1994,IT,6397.0,Method 3,25%,0.5166015625,Italy
1995,IT,13974.0,Method 3,25%,0.4840988097496406,Italy
1996,IT,25428.0,Method 3,25%,0.5135291124803457,Italy
1997,IT,27958.0,Method 3,25%,0.5317507002801121,Italy
1998,IT,31827.0,Method 3,25%,0.5219548949057147,Italy
1999,IT,35600.0,Method 3,25%,0.5194261373697867,Italy
2000,IT,39059.0,Method 3,25%,0.5109064571724626,Italy
2001,IT,40884.0,Method 3,25%,0.5113409997958247,Italy
2002,IT,57839.0,Method 3,25%,0.5278945311407045,Italy
2003,IT,54074.0,Method 3,25%,0.5506278855006945,Italy
2004,IT,80931.0,Method 3,25%,0.550292437664603,Italy
2005,IT,81082.0,Method 3,25%,0.5491817781026302,Italy
2006,IT,83871.0,Method 3,25%,0.5380499355234559,Italy
2007,IT,89448.0,Method 3,25%,0.5269579140667526,Italy
2008,IT,90062.0,Method 3,25%,0.5502466723182976,Italy
2009,IT,89185.0,Method 3,25%,0.5788189360663738,Italy
2010,IT,89983.0,Method 3,25%,0.5684925361104689,Italy
2011,IT,90045.0,Method 3,25%,0.5668239485601142,Italy
2012,IT,88660.0,Method 3,25%,0.5793236775084197,Italy
2013,IT,88304.0,Method 3,25%,0.573730387848793,Italy
2014,IT,88800.0,Method 3,25%,0.5638646726737847,Italy
2015,IT,91627.0,Method 3,25%,0.5553572556257962,Italy
2016,IT,93059.0,Method 3,25%,0.5560456024357688,Italy
2017,IT,94261.0,Method 3,25%,0.547610923523488,Italy
2018,IT,16725.0,Method 3,25%,0.5328229229836264,Italy
1990,IT,126.0,Method 4,25%,0.6053407264908091,Italy
1991,IT,1063.0,Method 4,25%,0.656450888749862,Italy
1992,IT,2580.0,Method 4,25%,0.6504829026857766,Italy
1993,IT,2533.0,Method 4,25%,0.6395002974419988,Italy
1994,IT,6586.0,Method 4,25%,0.6224587514979244,Italy
1995,IT,14181.0,Method 4,25%,0.5790929203539823,Italy
1996,IT,25727.0,Method 4,25%,0.6182930467946095,Italy
1997,IT,28282.0,Method 4,25%,0.6457084902926687,Italy
1998,IT,32183.0,Method 4,25%,0.6341403605306284,Italy
1999,IT,36039.0,Method 4,25%,0.6336092277548504,Italy
2000,IT,39484.0,Method 4,25%,0.6293993466501722,Italy
2001,IT,40779.0,Method 4,25%,0.6272361431131592,Italy
2002,IT,57797.0,Method 4,25%,0.643740306922464,Italy
2003,IT,53927.0,Method 4,25%,0.6767149186356805,Italy
2004,IT,81018.0,Method 4,25%,0.6716218814302639,Italy
2005,IT,81219.0,Method 4,25%,0.6671501230749772,Italy
2006,IT,84119.0,Method 4,25%,0.6441290046056953,Italy
2007,IT,89968.0,Method 4,25%,0.626536029689824,Italy
2008,IT,90503.0,Method 4,25%,0.654427496870607,Italy
2009,IT,89416.0,Method 4,25%,0.6997737050254569,Italy
2010,IT,90538.0,Method 4,25%,0.6882562282248006,Italy
2011,IT,90770.0,Method 4,25%,0.6817935539971909,Italy
2012,IT,89298.0,Method 4,25%,0.695944198307133,Italy
2013,IT,89118.0,Method 4,25%,0.6860779911422843,Italy
2014,IT,89951.0,Method 4,25%,0.6703930411873831,Italy
2015,IT,93001.0,Method 4,25%,0.6572564107571822,Italy
2016,IT,94771.0,Method 4,25%,0.6541521101436045,Italy
2017,IT,95992.0,Method 4,25%,0.6402519658266854,Italy
2018,IT,16910.0,Method 4,25%,0.6207981265212548,Italy
1986,GB,2.0,Method 1,25%,0.46414695590929983,United Kingdom
1987,GB,4.0,Method 1,25%,0.38972903138954934,United Kingdom
1988,GB,57.0,Method 1,25%,0.36527378137679517,United Kingdom
1989,GB,139.0,Method 1,25%,0.34753992052866317,United Kingdom
1990,GB,306.0,Method 1,25%,0.32381907955535605,United Kingdom
1991,GB,904.0,Method 1,25%,0.2821465515948967,United Kingdom
1992,GB,2380.0,Method 1,25%,0.30737922256143285,United Kingdom
1993,GB,3265.0,Method 1,25%,0.3170725488996308,United Kingdom
1994,GB,4495.0,Method 1,25%,0.31077002685182187,United Kingdom
1995,GB,8597.0,Method 1,25%,0.27476625412095335,United Kingdom
1996,GB,9350.0,Method 1,25%,0.2990629669726301,United Kingdom
1997,GB,8960.0,Method 1,25%,0.30495089646791235,United Kingdom
1998,GB,8761.0,Method 1,25%,0.31342812006319115,United Kingdom
1999,GB,8818.0,Method 1,25%,0.3087692963468527,United Kingdom
2000,GB,8526.0,Method 1,25%,0.3109716909130621,United Kingdom
2001,GB,8279.0,Method 1,25%,0.31771055284881444,United Kingdom
2002,GB,8276.0,Method 1,25%,0.3340663216734261,United Kingdom
2003,GB,8024.0,Method 1,25%,0.32973605433737996,United Kingdom
2004,GB,7543.0,Method 1,25%,0.31596733540222544,United Kingdom
2005,GB,7283.0,Method 1,25%,0.3109664561581018,United Kingdom
2006,GB,6967.0,Method 1,25%,0.3099785702686093,United Kingdom
2007,GB,6815.0,Method 1,25%,0.304398795705458,United Kingdom
2008,GB,6552.0,Method 1,25%,0.3096157074800984,United Kingdom
2009,GB,7412.0,Method 1,25%,0.31055802058051835,United Kingdom
2010,GB,8692.0,Method 1,25%,0.25395934408583765,United Kingdom
2011,GB,7269.0,Method 1,25%,0.3079009838701472,United Kingdom
2012,GB,6944.0,Method 1,25%,0.3164216642796507,United Kingdom
2013,GB,6767.0,Method 1,25%,0.32146093816825283,United Kingdom
2014,GB,6762.0,Method 1,25%,0.3208266229811836,United Kingdom
2015,GB,6795.0,Method 1,25%,0.32226011571822477,United Kingdom
2016,GB,6750.0,Method 1,25%,0.31842697623867816,United Kingdom
2017,GB,6321.0,Method 1,25%,0.3202347685676784,United Kingdom
2018,GB,2927.0,Method 1,25%,0.3277020383414655,United Kingdom
2019,GB,20.0,Method 1,25%,0.25529175130402226,United Kingdom
1986,GB,4.0,Method 3,25%,0.8926089504677165,United Kingdom
1987,GB,35.0,Method 3,25%,0.5493146766015538,United Kingdom
1988,GB,263.0,Method 3,25%,0.6454323697586688,United Kingdom
1989,GB,985.0,Method 3,25%,0.6737595867205676,United Kingdom
1990,GB,1644.0,Method 3,25%,0.6970837173953064,United Kingdom
1991,GB,2392.0,Method 3,25%,0.7012109066465047,United Kingdom
1992,GB,3171.0,Method 3,25%,0.6883459983454708,United Kingdom
1993,GB,3353.0,Method 3,25%,0.6853372631013259,United Kingdom
1994,GB,5052.0,Method 3,25%,0.633801022859971,United Kingdom
1995,GB,10375.0,Method 3,25%,0.5859891282565852,United Kingdom
1996,GB,11493.0,Method 3,25%,0.6022845275181724,United Kingdom
1997,GB,11222.0,Method 3,25%,0.5979244751099658,United Kingdom
1998,GB,11129.0,Method 3,25%,0.6084020260204588,United Kingdom
1999,GB,11235.0,Method 3,25%,0.6152909342460118,United Kingdom
2000,GB,11047.0,Method 3,25%,0.6235467760386151,United Kingdom
2001,GB,10860.0,Method 3,25%,0.6328300152486521,United Kingdom
2002,GB,11062.0,Method 3,25%,0.6590057935930871,United Kingdom
2003,GB,10904.0,Method 3,25%,0.6562487237925894,United Kingdom
2004,GB,9514.0,Method 3,25%,0.6324124596649978,United Kingdom
2005,GB,9014.0,Method 3,25%,0.6279067877047049,United Kingdom
2006,GB,8776.0,Method 3,25%,0.6207784054185003,United Kingdom
2007,GB,8823.0,Method 3,25%,0.6017792962734947,United Kingdom
2008,GB,8557.0,Method 3,25%,0.5985496643868796,United Kingdom
2009,GB,8167.0,Method 3,25%,0.6052450734853696,United Kingdom
2010,GB,8937.0,Method 3,25%,0.5214940877445021,United Kingdom
2011,GB,7576.0,Method 3,25%,0.5602762479734152,United Kingdom
2012,GB,7232.0,Method 3,25%,0.5733301801733913,United Kingdom
2013,GB,7041.0,Method 3,25%,0.5762239788061676,United Kingdom
2014,GB,7038.0,Method 3,25%,0.5704977349816935,United Kingdom
2015,GB,7000.0,Method 3,25%,0.5681856301493018,United Kingdom
2016,GB,7044.0,Method 3,25%,0.555581748510494,United Kingdom
2017,GB,6811.0,Method 3,25%,0.5512257625716483,United Kingdom
2018,GB,3238.0,Method 3,25%,0.5677303818390178,United Kingdom
2019,GB,38.0,Method 3,25%,0.3445486976354594,United Kingdom
1981,GB,1.0,Method 4,25%,1.2747710040891052,United Kingdom
1982,GB,15.0,Method 4,25%,0.7458463054599853,United Kingdom
1983,GB,62.0,Method 4,25%,0.7306133127726151,United Kingdom
1984,GB,185.0,Method 4,25%,0.7196504723826375,United Kingdom
1985,GB,428.0,Method 4,25%,0.7412677633360734,United Kingdom
1986,GB,575.0,Method 4,25%,0.7428086694971079,United Kingdom
1987,GB,750.0,Method 4,25%,0.7345550635701517,United Kingdom
1988,GB,1015.0,Method 4,25%,0.7214915002307583,United Kingdom
1989,GB,1301.0,Method 4,25%,0.7382513939024183,United Kingdom
1990,GB,1709.0,Method 4,25%,0.7548697479023591,United Kingdom
1991,GB,2490.0,Method 4,25%,0.7717440181263363,United Kingdom
1992,GB,3247.0,Method 4,25%,0.7550375552710329,United Kingdom
1993,GB,3406.0,Method 4,25%,0.7569736595989398,United Kingdom
1994,GB,5278.0,Method 4,25%,0.7089776784255084,United Kingdom
1995,GB,10607.0,Method 4,25%,0.6588083166933765,United Kingdom
1996,GB,11706.0,Method 4,25%,0.6724021713401431,United Kingdom
1997,GB,11441.0,Method 4,25%,0.6661807580174927,United Kingdom
1998,GB,11360.0,Method 4,25%,0.679820814203689,United Kingdom
1999,GB,11506.0,Method 4,25%,0.6938458506729108,United Kingdom
2000,GB,11331.0,Method 4,25%,0.6986720029848645,United Kingdom
2001,GB,11142.0,Method 4,25%,0.7081555844854555,United Kingdom
2002,GB,11372.0,Method 4,25%,0.737562177639911,United Kingdom
2003,GB,11294.0,Method 4,25%,0.7258161416489395,United Kingdom
2004,GB,9888.0,Method 4,25%,0.7033378514555796,United Kingdom
2005,GB,9503.0,Method 4,25%,0.6906084112941268,United Kingdom
2006,GB,9225.0,Method 4,25%,0.6807444523979957,United Kingdom
2007,GB,9187.0,Method 4,25%,0.6589852437499557,United Kingdom
2008,GB,8900.0,Method 4,25%,0.6507352235673072,United Kingdom
2009,GB,8527.0,Method 4,25%,0.6630096071184989,United Kingdom
2010,GB,9377.0,Method 4,25%,0.5704485786578055,United Kingdom
2011,GB,7854.0,Method 4,25%,0.6094448397493748,United Kingdom
2012,GB,7467.0,Method 4,25%,0.6285043091775856,United Kingdom
2013,GB,7246.0,Method 4,25%,0.6297917664834719,United Kingdom
2014,GB,7234.0,Method 4,25%,0.6205523803560207,United Kingdom
2015,GB,7275.0,Method 4,25%,0.6179868726724035,United Kingdom
2016,GB,7373.0,Method 4,25%,0.6077776828328271,United Kingdom
2017,GB,7343.0,Method 4,25%,0.5919338611348114,United Kingdom
2018,GB,3636.0,Method 4,25%,0.5950162031751204,United Kingdom
2019,GB,71.0,Method 4,25%,0.39354636691252587,United Kingdom
1997,SE,498.0,Method 1,25%,0.3278703927730626,Sweden
1998,SE,183.0,Method 1,25%,0.43700253492035346,Sweden
1999,SE,704.0,Method 1,25%,0.3353876404333822,Sweden
2000,SE,765.0,Method 1,25%,0.3333333333333333,Sweden
2001,SE,810.0,Method 1,25%,0.34476626282008593,Sweden
2002,SE,835.0,Method 1,25%,0.3530116016886964,Sweden
2003,SE,800.0,Method 1,25%,0.35495422081086,Sweden
2004,SE,106.0,Method 1,25%,0.3814398520143757,Sweden
2005,SE,61.0,Method 1,25%,0.32570830869980444,Sweden
2006,SE,50.0,Method 1,25%,0.31290741569736924,Sweden
2007,SE,30.0,Method 1,25%,0.3704624053168767,Sweden
2008,SE,10.0,Method 1,25%,0.32858850225075587,Sweden
1997,SE,4026.0,Method 2,25%,0.2847726486860304,Sweden
1998,SE,9180.0,Method 2,25%,0.022300313218297778,Sweden
1999,SE,9018.0,Method 2,25%,0.2807948874596852,Sweden
2000,SE,9401.0,Method 2,25%,0.2946708463949843,Sweden
2001,SE,9865.0,Method 2,25%,0.296,Sweden
2002,SE,10518.0,Method 2,25%,0.2979235720406252,Sweden
2003,SE,10880.0,Method 2,25%,0.297995803767326,Sweden
2004,SE,7540.0,Method 2,25%,0.37682229870007494,Sweden
2005,SE,11400.0,Method 2,25%,0.39658497461871894,Sweden
2006,SE,11775.0,Method 2,25%,0.39715589836922766,Sweden
2007,SE,12017.0,Method 2,25%,0.3983903420523139,Sweden
2008,SE,12123.0,Method 2,25%,0.40488829102477586,Sweden
2009,SE,12337.0,Method 2,25%,0.41682989821732347,Sweden
2010,SE,12628.0,Method 2,25%,0.4034412037606899,Sweden
2011,SE,13037.0,Method 2,25%,0.3987279198523596,Sweden
2012,SE,13377.0,Method 2,25%,0.405642407653018,Sweden
2013,SE,13748.0,Method 2,25%,0.40812078692684195,Sweden
2014,SE,14184.0,Method 2,25%,0.4041247597221273,Sweden
2015,SE,14530.0,Method 2,25%,0.40392241585448574,Sweden
2016,SE,14968.0,Method 2,25%,0.39988850706750784,Sweden
2017,SE,15414.0,Method 2,25%,0.39513131370633886,Sweden
2018,SE,6935.0,Method 2,25%,0.39711446179208887,Sweden
2019,SE,7.0,Method 2,25%,0.4453513908357809,Sweden
1997,SE,4322.0,Method 3,25%,0.5697864776786616,Sweden
1998,SE,8529.0,Method 3,25%,0.2071611253196931,Sweden
1999,SE,10147.0,Method 3,25%,0.564354647857022,Sweden
2000,SE,10619.0,Method 3,25%,0.5630075714841085,Sweden
2001,SE,10887.0,Method 3,25%,0.5799728997289972,Sweden
2002,SE,5143.0,Method 3,25%,0.5982874707259953,Sweden
2003,SE,2023.0,Method 3,25%,0.6287128623965279,Sweden
2004,SE,8920.0,Method 3,25%,0.6692660058295136,Sweden
2005,SE,11801.0,Method 3,25%,0.6629213483146067,Sweden
2006,SE,11937.0,Method 3,25%,0.644927536231884,Sweden
2007,SE,12106.0,Method 3,25%,0.6325029137529137,Sweden
2008,SE,12142.0,Method 3,25%,0.6351931719064049,Sweden
2009,SE,12184.0,Method 3,25%,0.6741183170060077,Sweden
2010,SE,12300.0,Method 3,25%,0.6517488102182137,Sweden
2011,SE,12497.0,Method 3,25%,0.6384550502434089,Sweden
2012,SE,12616.0,Method 3,25%,0.657729447980036,Sweden
2013,SE,12659.0,Method 3,25%,0.6616995723161769,Sweden
2014,SE,12802.0,Method 3,25%,0.6475386334460512,Sweden
2015,SE,13025.0,Method 3,25%,0.6424146705273317,Sweden
2016,SE,13243.0,Method 3,25%,0.6382405821803927,Sweden
2017,SE,13410.0,Method 3,25%,0.6337002140482747,Sweden
2018,SE,5946.0,Method 3,25%,0.6248734573446403,Sweden
2019,SE,3.0,Method 3,25%,0.7872320246821904,Sweden
1994,SE,1.0,Method 4,25%,0.21925624451360626,Sweden
1996,SE,2.0,Method 4,25%,0.012304163084299677,Sweden
1997,SE,5039.0,Method 4,25%,0.6436419850867279,Sweden
1998,SE,9224.0,Method 4,25%,0.23679188429087986,Sweden
